-0.06324806 C, L  ->  C, r  at  -0.06324806 		PREZERO after 1 iterates
-0.13422776  C, r, L, L, L, F, F, L, r, R  ->  C, r, L, L, L, F, F, L, r, L  at  -0.13422776 
-0.1342309  C, r, L, L, L, F, F, L  ->  C, r, L, L, L, F, F, F  at  -0.1342309 		Period 7 orbit
-0.13423718  C, r, L, L, L, F, F, F, r, L  ->  C, r, L, L, L, F, F, F, r, F  at  -0.13423718 		Period 9 orbit
-0.13424032  C, r, L, L, L, F, F, F, r, F  ->  C, r, L, L, L, F, F, F, L, R  at  -0.13424032 		PREFIXED after 9 iterates
-0.13424032 C, r, L, L, L, F, F, F, r  ->  C, r, L, L, L, F, F, F, L  at  -0.13424032 		PREZERO after 8 iterates
-0.13424346  C, r, L, L, L, F, F, F, L, R  ->  C, r, L, L, L, F, F, F, L, L  at  -0.13424346 
-0.1342466 	 C, r, L, L, L, F, F, F, L, L  ->  C, r, L, L, L, F, F, F, F, r  at  -0.1342466 		PREZERO after 9 iterates
-0.1342466  C, r, L, L, L, F, F, F, L  ->  C, r, L, L, L, F, F, F, F  at  -0.1342466 		Period 8 orbit
-0.13425288  C, r, L, L, L, F, F, F, F, r  ->  C, r, L, L, L, F, F, F, F, L  at  -0.13425288 		PREZERO after 9 iterates
-0.13425602  C, r, L, L, L, F, F, F, F, L  ->  C, r, L, L, L, F, F, F, F, F  at  -0.13425602 		Period 9 orbit
-0.13425916  C, r, L, L, L, F, F, F, F, F  ->  C, r, L, L, L, R, R, R, R, R  at  -0.13425916 		PREFIXED after 9 iterates
-0.13425916 C, r, L, L, L, F  ->  C, r, L, L, L, R  at  -0.13425916 		PREFIXED after 5 iterates
-0.13425916 C, r, L, L, L, F, F  ->  C, r, L, L, L, R, R  at  -0.13425916 		PREFIXED after 6 iterates
-0.13425916 C, r, L, L, L, F, F, F  ->  C, r, L, L, L, R, R, R  at  -0.13425916 		PREFIXED after 7 iterates
-0.13425916 C, r, L, L, L, F, F, F, F  ->  C, r, L, L, L, R, R, R, R  at  -0.13425916 		PREFIXED after 8 iterates
-0.13449152 C, r, L, L, L  ->  C, r, L, L, r  at  -0.13449152 		PREZERO after 4 iterates
-0.13480866  C, r, L, L, r, R, R, R, R, R  ->  C, r, L, L, r, F, F, F, F, F  at  -0.13480866 		PREFIXED after 9 iterates
-0.13480866 C, r, L, L, r, R  ->  C, r, L, L, r, F  at  -0.13480866 		PREFIXED after 5 iterates
-0.13480866 C, r, L, L, r, R, R  ->  C, r, L, L, r, F, F  at  -0.13480866 		PREFIXED after 6 iterates
-0.13480866 C, r, L, L, r, R, R, R  ->  C, r, L, L, r, F, F, F  at  -0.13480866 		PREFIXED after 7 iterates
-0.13480866 C, r, L, L, r, R, R, R, R  ->  C, r, L, L, r, F, F, F, F  at  -0.13480866 		PREFIXED after 8 iterates
-0.13481808  C, r, L, L, r, F, F, F, F, F  ->  C, r, L, L, r, F, F, F, F, L  at  -0.13481808 		Period 9 orbit
-0.13482436  C, r, L, L, r, F, F, F, F, L  ->  C, r, L, L, r, F, F, F, F, r  at  -0.13482436 		PREZERO after 9 iterates
-0.13483378 C, r, L, L, r, F, F, F, F  ->  C, r, L, L, r, F, F, F, L  at  -0.13483378 		Period 8 orbit
-0.13483692  C, r, L, L, r, F, F, F, L, r  ->  C, r, L, L, r, F, F, F, L, L  at  -0.13483692 		PREZERO after 9 iterates
-0.13484006  C, r, L, L, r, F, F, F, L, L  ->  C, r, L, L, r, F, F, F, L, F  at  -0.13484006 		Period 9 orbit
-0.1348432 	 C, r, L, L, r, F, F, F, L, F  ->  C, r, L, L, r, F, F, F, L, R  at  -0.1348432 		PREFIXED after 9 iterates
-0.13484634 C, r, L, L, r, F, F, F, L  ->  C, r, L, L, r, F, F, F, r  at  -0.13484634 		PREZERO after 8 iterates
-0.13484948  C, r, L, L, r, F, F, F, r, R  ->  C, r, L, L, r, F, F, F, r, F  at  -0.13484948 		PREFIXED after 9 iterates
-0.13485576  C, r, L, L, r, F, F, F, r, F  ->  C, r, L, L, r, F, F, F, r, L  at  -0.13485576 		Period 9 orbit
-0.13486518 C, r, L, L, r, F, F, F  ->  C, r, L, L, r, F, F, L  at  -0.13486518 		Period 7 orbit
-0.13487146  C, r, L, L, r, F, F, L, r, L  ->  C, r, L, L, r, F, F, L, r, F  at  -0.13487146 		Period 9 orbit
-0.13487774  C, r, L, L, r, F, F, L, r, F  ->  C, r, L, L, r, F, F, L, L, R  at  -0.13487774 		PREFIXED after 9 iterates
-0.13487774 C, r, L, L, r, F, F, L, r  ->  C, r, L, L, r, F, F, L, L  at  -0.13487774 		PREZERO after 8 iterates
-0.13488088  C, r, L, L, r, F, F, L, L, R  ->  C, r, L, L, r, F, F, L, L, L  at  -0.13488088 
-0.13488402  C, r, L, L, r, F, F, L, L, L  ->  C, r, L, L, r, F, F, L, F, r  at  -0.13488402 		PREZERO after 9 iterates
-0.13488402 C, r, L, L, r, F, F, L, L  ->  C, r, L, L, r, F, F, L, F  at  -0.13488402 		Period 8 orbit
-0.13488716  C, r, L, L, r, F, F, L, F, r  ->  C, r, L, L, r, F, F, L, F, L  at  -0.13488716 		PREZERO after 9 iterates
-0.1348903 	 C, r, L, L, r, F, F, L, F, L  ->  C, r, L, L, r, F, F, L, F, F  at  -0.1348903 		Period 9 orbit
-0.13489344  C, r, L, L, r, F, F, L, F, F  ->  C, r, L, L, r, F, F, L, R, R  at  -0.13489344 		PREFIXED after 9 iterates
-0.13489344 C, r, L, L, r, F, F, L, F  ->  C, r, L, L, r, F, F, L, R  at  -0.13489344 		PREFIXED after 8 iterates
-0.13489972 C, r, L, L, r, F, F, L  ->  C, r, L, L, r, F, F, r  at  -0.13489972 		PREZERO after 7 iterates
-0.13491228  C, r, L, L, r, F, F, r, R, R  ->  C, r, L, L, r, F, F, r, F, F  at  -0.13491228 		PREFIXED after 9 iterates
-0.13491228 C, r, L, L, r, F, F, r, R  ->  C, r, L, L, r, F, F, r, F  at  -0.13491228 		PREFIXED after 8 iterates
-0.13491856  C, r, L, L, r, F, F, r, F, F  ->  C, r, L, L, r, F, F, r, F, L  at  -0.13491856 		Period 9 orbit
-0.1349217 	 C, r, L, L, r, F, F, r, F, L  ->  C, r, L, L, r, F, F, r, F, r  at  -0.1349217 		PREZERO after 9 iterates
-0.13493112 C, r, L, L, r, F, F, r, F  ->  C, r, L, L, r, F, F, r, L  at  -0.13493112 		Period 8 orbit
-0.13494054  C, r, L, L, r, F, F, r, L, r  ->  C, r, L, L, r, F, F, r, L, L  at  -0.13494054 		PREZERO after 9 iterates
-0.13495624 C, r, L, L, r, F, F  ->  C, r, L, L, r, F, L  at  -0.13495624 		Period 6 orbit
-0.1349688 	 C, r, L, L, r, F, L, r, L, L  ->  C, r, L, L, r, F, L, r, L, r  at  -0.1349688 		PREZERO after 9 iterates
-0.13497822 C, r, L, L, r, F, L, r, L  ->  C, r, L, L, r, F, L, r, F  at  -0.13497822 		Period 8 orbit
-0.1349845 	 C, r, L, L, r, F, L, r, F, r  ->  C, r, L, L, r, F, L, r, F, L  at  -0.1349845 		PREZERO after 9 iterates
-0.13498764  C, r, L, L, r, F, L, r, F, L  ->  C, r, L, L, r, F, L, r, F, F  at  -0.13498764 		Period 9 orbit
-0.13499078  C, r, L, L, r, F, L, r, F, F  ->  C, r, L, L, r, F, L, r, R, R  at  -0.13499078 		PREFIXED after 9 iterates
-0.13499078 C, r, L, L, r, F, L, r, F  ->  C, r, L, L, r, F, L, r, R  at  -0.13499078 		PREFIXED after 8 iterates
-0.1350002  C, r, L, L, r, F, L, r  ->  C, r, L, L, r, F, L, L  at  -0.1350002 		PREZERO after 7 iterates
-0.13500648  C, r, L, L, r, F, L, L, R, R  ->  C, r, L, L, r, F, L, L, F, L  at  -0.13500648 
-0.13500648 C, r, L, L, r, F, L, L, R  ->  C, r, L, L, r, F, L, L, F  at  -0.13500648 		PREFIXED after 8 iterates
-0.13500962  C, r, L, L, r, F, L, L, F, L  ->  C, r, L, L, r, F, L, L, L, r  at  -0.13500962 		PREZERO after 9 iterates
-0.13500962 C, r, L, L, r, F, L, L, F  ->  C, r, L, L, r, F, L, L, L  at  -0.13500962 		Period 8 orbit
-0.13501276  C, r, L, L, r, F, L, L, L, r  ->  C, r, L, L, r, F, L, L, L, R  at  -0.13501276 
-0.1350159 	 C, r, L, L, r, F, L, L, L, R  ->  C, r, L, L, r, F, L, L, r, F  at  -0.1350159 		PREFIXED after 9 iterates
-0.1350159  C, r, L, L, r, F, L, L, L  ->  C, r, L, L, r, F, L, L, r  at  -0.1350159 		PREZERO after 8 iterates
-0.13501904  C, r, L, L, r, F, L, L, r, F  ->  C, r, L, L, r, F, L, L, r, L  at  -0.13501904 		Period 9 orbit
-0.13502218 C, r, L, L, r, F, L, L  ->  C, r, L, L, r, F, L, F  at  -0.13502218 		Period 7 orbit
-0.13502846  C, r, L, L, r, F, L, F, r, L  ->  C, r, L, L, r, F, L, F, r, F  at  -0.13502846 		Period 9 orbit
-0.1350316 	 C, r, L, L, r, F, L, F, r, F  ->  C, r, L, L, r, F, L, F, L, R  at  -0.1350316 		PREFIXED after 9 iterates
-0.1350316  C, r, L, L, r, F, L, F, r  ->  C, r, L, L, r, F, L, F, L  at  -0.1350316 		PREZERO after 8 iterates
-0.13503474  C, r, L, L, r, F, L, F, L, R  ->  C, r, L, L, r, F, L, F, L, r  at  -0.13503474 
-0.13503788 C, r, L, L, r, F, L, F, L  ->  C, r, L, L, r, F, L, F, F  at  -0.13503788 		Period 8 orbit
-0.13504102  C, r, L, L, r, F, L, F, F, r  ->  C, r, L, L, r, F, L, F, F, L  at  -0.13504102 		PREZERO after 9 iterates
-0.13504416  C, r, L, L, r, F, L, F, F, L  ->  C, r, L, L, r, F, L, F, F, F  at  -0.13504416 		Period 9 orbit
-0.1350473 	 C, r, L, L, r, F, L, F, F, F  ->  C, r, L, L, r, F, L, R, R, R  at  -0.1350473 		PREFIXED after 9 iterates
-0.1350473  C, r, L, L, r, F, L, F  ->  C, r, L, L, r, F, L, R  at  -0.1350473 		PREFIXED after 7 iterates
-0.1350473  C, r, L, L, r, F, L, F, F  ->  C, r, L, L, r, F, L, R, R  at  -0.1350473 		PREFIXED after 8 iterates
-0.1350787 C, r, L, L, r, F, L  ->  C, r, L, L, r, F, r  at  -0.1350787 		PREZERO after 6 iterates
-0.1351258 	 C, r, L, L, r, F, r, R, R, R  ->  C, r, L, L, r, F, r, F, F, F  at  -0.1351258 		PREFIXED after 9 iterates
-0.1351258  C, r, L, L, r, F, r, R  ->  C, r, L, L, r, F, r, F  at  -0.1351258 		PREFIXED after 7 iterates
-0.1351258  C, r, L, L, r, F, r, R, R  ->  C, r, L, L, r, F, r, F, F  at  -0.1351258 		PREFIXED after 8 iterates
-0.13513208  C, r, L, L, r, F, r, F, F, F  ->  C, r, L, L, r, F, r, F, F, L  at  -0.13513208 		Period 9 orbit
-0.13513836  C, r, L, L, r, F, r, F, F, L  ->  C, r, L, L, r, F, r, F, F, r  at  -0.13513836 		PREZERO after 9 iterates
-0.13514464 C, r, L, L, r, F, r, F, F  ->  C, r, L, L, r, F, r, F, L  at  -0.13514464 		Period 8 orbit
-0.13515092  C, r, L, L, r, F, r, F, L, r  ->  C, r, L, L, r, F, r, F, L, L  at  -0.13515092 		PREZERO after 9 iterates
-0.13515406  C, r, L, L, r, F, r, F, L, L  ->  C, r, L, L, r, F, r, F, L, F  at  -0.13515406 		Period 9 orbit
-0.13516034  C, r, L, L, r, F, r, F, L, F  ->  C, r, L, L, r, F, r, F, L, R  at  -0.13516034 		PREFIXED after 9 iterates
-0.13516348 C, r, L, L, r, F, r, F, L  ->  C, r, L, L, r, F, r, F, r  at  -0.13516348 		PREZERO after 8 iterates
-0.13516976  C, r, L, L, r, F, r, F, r, R  ->  C, r, L, L, r, F, r, F, r, F  at  -0.13516976 		PREFIXED after 9 iterates
-0.13518232  C, r, L, L, r, F, r, F, r, F  ->  C, r, L, L, r, F, r, F, r, L  at  -0.13518232 		Period 9 orbit
-0.13520116 C, r, L, L, r, F, r, F  ->  C, r, L, L, r, F, r, L  at  -0.13520116 		Period 7 orbit
-0.13522628  C, r, L, L, r, F, r, L, r, L  ->  C, r, L, L, r, F, r, L, r, F  at  -0.13522628 		Period 9 orbit
-0.13524512  C, r, L, L, r, F, r, L, r, F  ->  C, r, L, L, r, F, r, L, r, R  at  -0.13524512 		PREFIXED after 9 iterates
-0.13526082 C, r, L, L, r, F, r, L, r  ->  C, r, L, L, r, F, r, L, L  at  -0.13526082 		PREZERO after 8 iterates
-0.13527338  C, r, L, L, r, F, r, L, L, R  ->  C, r, L, L, r, F, r, L, L, F  at  -0.13527338 		PREFIXED after 9 iterates
-0.13528594  C, r, L, L, r, F, r, L, L, F  ->  C, r, L, L, r, F, r, L, L, L  at  -0.13528594 		Period 9 orbit
-0.13530164  C, r, L, L, r, F, r, L, L, L  ->  C, r, L, L, r, F, r, L, L, r  at  -0.13530164 		PREZERO after 9 iterates
-0.13533932 C, r, L, L, r, F  ->  C, r, L, L, r, L  at  -0.13533932 		Period 5 orbit
-0.13538014  C, r, L, L, r, L, r, L, L, r  ->  C, r, L, L, r, L, r, L, L, L  at  -0.13538014 		PREZERO after 9 iterates
-0.13539584  C, r, L, L, r, L, r, L, L, L  ->  C, r, L, L, r, L, r, L, L, F  at  -0.13539584 		Period 9 orbit
-0.13541154  C, r, L, L, r, L, r, L, L, F  ->  C, r, L, L, r, L, r, L, L, R  at  -0.13541154 		PREFIXED after 9 iterates
-0.13542724 C, r, L, L, r, L, r, L, L  ->  C, r, L, L, r, L, r, L, r  at  -0.13542724 		PREZERO after 8 iterates
-0.13544608  C, r, L, L, r, L, r, L, r, R  ->  C, r, L, L, r, L, r, L, r, F  at  -0.13544608 		PREFIXED after 9 iterates
-0.13546806  C, r, L, L, r, L, r, L, r, F  ->  C, r, L, L, r, L, r, L, r, L  at  -0.13546806 		Period 9 orbit
-0.1355026  C, r, L, L, r, L, r, L  ->  C, r, L, L, r, L, r, F  at  -0.1355026 		Period 7 orbit
-0.135534 	 C, r, L, L, r, L, r, F, r, L  ->  C, r, L, L, r, L, r, F, r, F  at  -0.135534 		Period 9 orbit
-0.1355497 	 C, r, L, L, r, L, r, F, r, F  ->  C, r, L, L, r, L, r, F, r, R  at  -0.1355497 		PREFIXED after 9 iterates
-0.13555912 C, r, L, L, r, L, r, F, r  ->  C, r, L, L, r, L, r, F, L  at  -0.13555912 		PREZERO after 8 iterates
-0.13556854  C, r, L, L, r, L, r, F, L, R  ->  C, r, L, L, r, L, r, F, L, F  at  -0.13556854 		PREFIXED after 9 iterates
-0.13557482  C, r, L, L, r, L, r, F, L, F  ->  C, r, L, L, r, L, r, F, L, L  at  -0.13557482 		Period 9 orbit
-0.13557796  C, r, L, L, r, L, r, F, L, L  ->  C, r, L, L, r, L, r, F, L, r  at  -0.13557796 		PREZERO after 9 iterates
-0.13559052 C, r, L, L, r, L, r, F, L  ->  C, r, L, L, r, L, r, F, F  at  -0.13559052 		Period 8 orbit
-0.13560308  C, r, L, L, r, L, r, F, F, r  ->  C, r, L, L, r, L, r, F, F, L  at  -0.13560308 		PREZERO after 9 iterates
-0.1356125 	 C, r, L, L, r, L, r, F, F, L  ->  C, r, L, L, r, L, r, F, F, F  at  -0.1356125 		Period 9 orbit
-0.13562506  C, r, L, L, r, L, r, F, F, F  ->  C, r, L, L, r, L, r, R, R, R  at  -0.13562506 		PREFIXED after 9 iterates
-0.13562506 C, r, L, L, r, L, r, F  ->  C, r, L, L, r, L, r, R  at  -0.13562506 		PREFIXED after 7 iterates
-0.13562506 C, r, L, L, r, L, r, F, F  ->  C, r, L, L, r, L, r, R, R  at  -0.13562506 		PREFIXED after 8 iterates
-0.13571298 C, r, L, L, r, L, r  ->  C, r, L, L, r, L, L  at  -0.13571298 		PREZERO after 6 iterates
-0.13578834  C, r, L, L, r, L, L, R, R, R  ->  C, r, L, L, r, L, L, F, F, F  at  -0.13578834 		PREFIXED after 9 iterates
-0.13578834 C, r, L, L, r, L, L, R  ->  C, r, L, L, r, L, L, F  at  -0.13578834 		PREFIXED after 7 iterates
-0.13578834 C, r, L, L, r, L, L, R, R  ->  C, r, L, L, r, L, L, F, F  at  -0.13578834 		PREFIXED after 8 iterates
-0.13579776  C, r, L, L, r, L, L, F, F, F  ->  C, r, L, L, r, L, L, F, F, L  at  -0.13579776 		Period 9 orbit
-0.13580404  C, r, L, L, r, L, L, F, F, L  ->  C, r, L, L, r, L, L, F, F, r  at  -0.13580404 		PREZERO after 9 iterates
-0.13581346 C, r, L, L, r, L, L, F, F  ->  C, r, L, L, r, L, L, F, L  at  -0.13581346 		Period 8 orbit
-0.13581974  C, r, L, L, r, L, L, F, L, r  ->  C, r, L, L, r, L, L, F, L, L  at  -0.13581974 		PREZERO after 9 iterates
-0.13582288  C, r, L, L, r, L, L, F, L, L  ->  C, r, L, L, r, L, L, F, L, F  at  -0.13582288 		Period 9 orbit
-0.13582602  C, r, L, L, r, L, L, F, L, F  ->  C, r, L, L, r, L, L, F, L, R  at  -0.13582602 		PREFIXED after 9 iterates
-0.1358323  C, r, L, L, r, L, L, F, L  ->  C, r, L, L, r, L, L, F, r  at  -0.1358323 		PREZERO after 8 iterates
-0.13583544  C, r, L, L, r, L, L, F, r, R  ->  C, r, L, L, r, L, L, F, r, F  at  -0.13583544 		PREFIXED after 9 iterates
-0.13584486  C, r, L, L, r, L, L, F, r, F  ->  C, r, L, L, r, L, L, F, r, L  at  -0.13584486 		Period 9 orbit
-0.13585742 C, r, L, L, r, L, L, F  ->  C, r, L, L, r, L, L, L  at  -0.13585742 		Period 7 orbit
-0.13587312  C, r, L, L, r, L, L, L, r, L  ->  C, r, L, L, r, L, L, L, r, F  at  -0.13587312 		Period 9 orbit
-0.1358794 	 C, r, L, L, r, L, L, L, r, F  ->  C, r, L, L, r, L, L, L, r, R  at  -0.1358794 		PREFIXED after 9 iterates
-0.13588568 C, r, L, L, r, L, L, L, r  ->  C, r, L, L, r, L, L, L, L  at  -0.13588568 		PREZERO after 8 iterates
-0.13588882  C, r, L, L, r, L, L, L, L, R  ->  C, r, L, L, r, L, L, L, L, F  at  -0.13588882 		PREFIXED after 9 iterates
-0.13589196  C, r, L, L, r, L, L, L, L, F  ->  C, r, L, L, r, L, L, L, L, r  at  -0.13589196 
-0.13589824 C, r, L, L, r, L, L, L, L  ->  C, r, L, L, r, L, L, L, F  at  -0.13589824 		Period 8 orbit
-0.13590452  C, r, L, L, r, L, L, L, F, r  ->  C, r, L, L, r, L, L, L, F, L  at  -0.13590452 		PREZERO after 9 iterates
-0.13590766  C, r, L, L, r, L, L, L, F, L  ->  C, r, L, L, r, L, L, L, F, F  at  -0.13590766 		Period 9 orbit
-0.13591394  C, r, L, L, r, L, L, L, F, F  ->  C, r, L, L, r, L, L, L, R, R  at  -0.13591394 		PREFIXED after 9 iterates
-0.13591394 C, r, L, L, r, L, L, L, F  ->  C, r, L, L, r, L, L, L, R  at  -0.13591394 		PREFIXED after 8 iterates
-0.13593278 C, r, L, L, r, L, L, L  ->  C, r, L, L, r, L, L, r  at  -0.13593278 		PREZERO after 7 iterates
-0.13596418  C, r, L, L, r, L, L, r, R, R  ->  C, r, L, L, r, L, L, r, F, F  at  -0.13596418 		PREFIXED after 9 iterates
-0.13596418 C, r, L, L, r, L, L, r, R  ->  C, r, L, L, r, L, L, r, F  at  -0.13596418 		PREFIXED after 8 iterates
-0.13597988  C, r, L, L, r, L, L, r, F, F  ->  C, r, L, L, r, L, L, r, F, L  at  -0.13597988 		Period 9 orbit
-0.13599558  C, r, L, L, r, L, L, r, F, L  ->  C, r, L, L, r, L, L, r, F, r  at  -0.13599558 		PREZERO after 9 iterates
-0.13602698 C, r, L, L, r, L, L, r, F  ->  C, r, L, L, r, L, L, r, L  at  -0.13602698 		Period 8 orbit
-0.1360835 	 C, r, L, L, r, L, L, r, L, r  ->  C, r, L, L, r, L, L, r, L, L  at  -0.1360835 		PREZERO after 9 iterates
-0.13624992  C, r, L, L, r, L, L, r, L, L  ->  C, r, L, F, r, L, F, r, L, F  at  -0.13624992 		Period 9 orbit
-0.13624992 C, r, L, L  ->  C, r, L, F  at  -0.13624992 		Period 3 orbit
-0.13624992 C, r, L, L, r, L, L  ->  C, r, L, F, r, L, F  at  -0.13624992 		Period 6 orbit
-0.13632214 C, r, L, F, r, L, F  ->  C, r, L, F, r, L, L  at  -0.13632214 		Period 6 orbit
-0.13637866  C, r, L, F, r, L, L, r, L, F  ->  C, r, L, F, r, L, L, r, L, L  at  -0.13637866 		Period 9 orbit
-0.13649484  C, r, L, F, r, L, L, r, L, L  ->  C, r, L, F, r, L, L, r, L, r  at  -0.13649484 		PREZERO after 9 iterates
-0.13655136 C, r, L, F, r, L, L, r, L  ->  C, r, L, F, r, L, L, r, F  at  -0.13655136 		Period 8 orbit
-0.13658276  C, r, L, F, r, L, L, r, F, r  ->  C, r, L, F, r, L, L, r, F, L  at  -0.13658276 		PREZERO after 9 iterates
-0.13659846  C, r, L, F, r, L, L, r, F, L  ->  C, r, L, F, r, L, L, r, F, F  at  -0.13659846 		Period 9 orbit
-0.13661416  C, r, L, F, r, L, L, r, F, F  ->  C, r, L, F, r, L, L, r, R, R  at  -0.13661416 		PREFIXED after 9 iterates
-0.13661416 C, r, L, F, r, L, L, r, F  ->  C, r, L, F, r, L, L, r, R  at  -0.13661416 		PREFIXED after 8 iterates
-0.13664556 C, r, L, F, r, L, L, r  ->  C, r, L, F, r, L, L, L  at  -0.13664556 		PREZERO after 7 iterates
-0.13666754  C, r, L, F, r, L, L, L, R, R  ->  C, r, L, F, r, L, L, L, F, F  at  -0.13666754 		PREFIXED after 9 iterates
-0.13666754 C, r, L, F, r, L, L, L, R  ->  C, r, L, F, r, L, L, L, F  at  -0.13666754 		PREFIXED after 8 iterates
-0.13667382  C, r, L, F, r, L, L, L, F, F  ->  C, r, L, F, r, L, L, L, F, L  at  -0.13667382 		Period 9 orbit
-0.13667696  C, r, L, F, r, L, L, L, F, L  ->  C, r, L, F, r, L, L, L, F, r  at  -0.13667696 		PREZERO after 9 iterates
-0.13668324 C, r, L, F, r, L, L, L, F  ->  C, r, L, F, r, L, L, L, L  at  -0.13668324 		Period 8 orbit
-0.13668638  C, r, L, F, r, L, L, L, L, r  ->  C, r, L, F, r, L, L, L, L, L  at  -0.13668638 		PREZERO after 9 iterates
-0.13668952  C, r, L, F, r, L, L, L, L, L  ->  C, r, L, F, r, L, L, L, L, F  at  -0.13668952 		Period 9 orbit
-0.13669266  C, r, L, F, r, L, L, L, L, F  ->  C, r, L, F, r, L, L, L, L, R  at  -0.13669266 		PREFIXED after 9 iterates
-0.1366958  C, r, L, F, r, L, L, L, L  ->  C, r, L, F, r, L, L, L, r  at  -0.1366958 		PREZERO after 8 iterates
-0.13670208  C, r, L, F, r, L, L, L, r, R  ->  C, r, L, F, r, L, L, L, r, F  at  -0.13670208 		PREFIXED after 9 iterates
-0.13670836  C, r, L, F, r, L, L, L, r, F  ->  C, r, L, F, r, L, L, L, r, L  at  -0.13670836 		Period 9 orbit
-0.13672406 C, r, L, F, r, L, L, L  ->  C, r, L, F, r, L, L, F  at  -0.13672406 		Period 7 orbit
-0.13673662  C, r, L, F, r, L, L, F, r, L  ->  C, r, L, F, r, L, L, F, r, F  at  -0.13673662 		Period 9 orbit
-0.13674604  C, r, L, F, r, L, L, F, r, F  ->  C, r, L, F, r, L, L, F, r, R  at  -0.13674604 		PREFIXED after 9 iterates
-0.13675232 C, r, L, F, r, L, L, F, r  ->  C, r, L, F, r, L, L, F, L  at  -0.13675232 		PREZERO after 8 iterates
-0.13675546  C, r, L, F, r, L, L, F, L, R  ->  C, r, L, F, r, L, L, F, L, F  at  -0.13675546 		PREFIXED after 9 iterates
-0.1367586 	 C, r, L, F, r, L, L, F, L, F  ->  C, r, L, F, r, L, L, F, L, L  at  -0.1367586 		Period 9 orbit
-0.13676174  C, r, L, F, r, L, L, F, L, L  ->  C, r, L, F, r, L, L, F, L, r  at  -0.13676174 		PREZERO after 9 iterates
-0.13677116 C, r, L, F, r, L, L, F, L  ->  C, r, L, F, r, L, L, F, F  at  -0.13677116 		Period 8 orbit
-0.13678058  C, r, L, F, r, L, L, F, F, r  ->  C, r, L, F, r, L, L, F, F, L  at  -0.13678058 		PREZERO after 9 iterates
-0.13678686  C, r, L, F, r, L, L, F, F, L  ->  C, r, L, F, r, L, L, F, F, F  at  -0.13678686 		Period 9 orbit
-0.13679628  C, r, L, F, r, L, L, F, F, F  ->  C, r, L, F, r, L, L, R, R, R  at  -0.13679628 		PREFIXED after 9 iterates
-0.13679628 C, r, L, F, r, L, L, F  ->  C, r, L, F, r, L, L, R  at  -0.13679628 		PREFIXED after 7 iterates
-0.13679628 C, r, L, F, r, L, L, F, F  ->  C, r, L, F, r, L, L, R, R  at  -0.13679628 		PREFIXED after 8 iterates
-0.13687478 C, r, L, F, r, L, L  ->  C, r, L, F, r, L, r  at  -0.13687478 		PREZERO after 6 iterates
-0.13696898  C, r, L, F, r, L, r, R, R, R  ->  C, r, L, F, r, L, r, F, F, F  at  -0.13696898 		PREFIXED after 9 iterates
-0.13696898 C, r, L, F, r, L, r, R  ->  C, r, L, F, r, L, r, F  at  -0.13696898 		PREFIXED after 7 iterates
-0.13696898 C, r, L, F, r, L, r, R, R  ->  C, r, L, F, r, L, r, F, F  at  -0.13696898 		PREFIXED after 8 iterates
-0.13698154  C, r, L, F, r, L, r, F, F, F  ->  C, r, L, F, r, L, r, F, F, L  at  -0.13698154 		Period 9 orbit
-0.13699096  C, r, L, F, r, L, r, F, F, L  ->  C, r, L, F, r, L, r, F, F, r  at  -0.13699096 		PREZERO after 9 iterates
-0.13700666 C, r, L, F, r, L, r, F, F  ->  C, r, L, F, r, L, r, F, L  at  -0.13700666 		Period 8 orbit
-0.13701608  C, r, L, F, r, L, r, F, L, r  ->  C, r, L, F, r, L, r, F, L, L  at  -0.13701608 		PREZERO after 9 iterates
-0.13702236  C, r, L, F, r, L, r, F, L, L  ->  C, r, L, F, r, L, r, F, L, F  at  -0.13702236 		Period 9 orbit
-0.13702864  C, r, L, F, r, L, r, F, L, F  ->  C, r, L, F, r, L, r, F, L, R  at  -0.13702864 		PREFIXED after 9 iterates
-0.13703492 C, r, L, F, r, L, r, F, L  ->  C, r, L, F, r, L, r, F, r  at  -0.13703492 		PREZERO after 8 iterates
-0.13704748  C, r, L, F, r, L, r, F, r, R  ->  C, r, L, F, r, L, r, F, r, F  at  -0.13704748 		PREFIXED after 9 iterates
-0.13706318  C, r, L, F, r, L, r, F, r, F  ->  C, r, L, F, r, L, r, F, r, L  at  -0.13706318 		Period 9 orbit
-0.13709458 C, r, L, F, r, L, r, F  ->  C, r, L, F, r, L, r, L  at  -0.13709458 		Period 7 orbit
-0.13713226  C, r, L, F, r, L, r, L, r, L  ->  C, r, L, F, r, L, r, L, r, F  at  -0.13713226 		Period 9 orbit
-0.13715424  C, r, L, F, r, L, r, L, r, F  ->  C, r, L, F, r, L, r, L, r, R  at  -0.13715424 		PREFIXED after 9 iterates
-0.13716994 C, r, L, F, r, L, r, L, r  ->  C, r, L, F, r, L, r, L, L  at  -0.13716994 		PREZERO after 8 iterates
-0.1371825 	 C, r, L, F, r, L, r, L, L, R  ->  C, r, L, F, r, L, r, L, L, F  at  -0.1371825 		PREFIXED after 9 iterates
-0.13719506  C, r, L, F, r, L, r, L, L, F  ->  C, r, L, F, r, L, r, L, L, L  at  -0.13719506 		Period 9 orbit
-0.13720762  C, r, L, F, r, L, r, L, L, L  ->  C, r, L, F, r, L, r, L, L, r  at  -0.13720762 		PREZERO after 9 iterates
